event_id,source_event_id,event_type,effective_year,event_date_est,event_date_precision,district_id,district_name,state,parent_district,child_district,source,confidence_score,event_status,pipeline_run_id
33be14e9-fc2f-4486-8008-32e153b16761,5b8b7deccc23,SPLIT,1997,1997-01-01,YEAR,,,Uttranchal,Pithoragarh,,5b8b7deccc23,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
33de677d-f500-4547-914f-6cfb23b6ddb1,74c93ae7981e,SPLIT,1978,1978-01-01,YEAR,,,Andhra Pradesh,Hyderabad,,74c93ae7981e,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
33fbc7f7-3806-4431-a842-e802314180d9,582e208d34f7,SPLIT,1981,1981-01-01,YEAR,Sindhudurg,Sindhudurg,Maharashtra,Ratnagiri,Sindhudurg,582e208d34f7,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
341c7196-ae0c-473b-803a-3277247790d8,4a71caeeeb3d,NEW_DISTRICT,1981,1981-01-01,YEAR,Dumka,Dumka,Bihar,Santhal Parganas,Dumka,4a71caeeeb3d,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
34a675cc-0ff9-4fba-98ae-bbf38a02f6b8,71012ed126c3,SPLIT,1956,1956-01-01,YEAR,Kanyakumari,Kanyakumari,Travancore - Cochin,Trivandrum,Kanyakumari,71012ed126c3,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
34cacb9a-a8fa-45e4-ab77-2e5de2378b06,b5eac9010a31,RENAME,2011,2011-01-01,YEAR,,,Jharkhand,Pashchimi Singhbhum,,b5eac9010a31,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
34d66b01-5631-4464-9026-99b6a35d5b00,064819ae49fa,RENAME,2011,2011-01-01,YEAR,Sambhal,Sambhal,Uttar Pradesh,,Sambhal,064819ae49fa,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
34d8f324-97f7-40d1-b1b8-32312e116e43,fe24995fbb6d,SPLIT,2023,2023-01-01,YEAR,,,Rajasthan,Alwar,,fe24995fbb6d,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
3528586d-156d-4742-8a50-1ef898dba89a,6b8e7d2e3684,NEW_DISTRICT,2016,2016-01-01,YEAR,Medchal Malkajgiri,Medchal Malkajgiri,Telangana,Ranga Reddy,Medchal Malkajgiri,6b8e7d2e3684,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
35bb2d79-25ef-4b00-b2f3-24840fbd845d,63b6477755fc,SPLIT,2020,2020-01-01,YEAR,,,Tamil Nadu,Nagapattinam,,63b6477755fc,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
35d2859c-1a5f-4178-ba0f-447ec695a155,a5d00b01d27e,SPLIT,1994,1994-01-01,YEAR,,,Uttar_pradesh,Deoria,,a5d00b01d27e,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
35f40788-783c-4a17-ae33-5890221118e1,512946131ff9,NEW_DISTRICT,1991,1991-01-01,YEAR,Kaimur (bhabua),Kaimur (bhabua),Bihar,Rohtas,Kaimur (bhabua),512946131ff9,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
35fc46e6-c781-4a37-a03c-c9d7723a787f,ab4d70a76aff,SPLIT,1956,1956-01-01,YEAR,,,Madhya Pradesh,Chhindwara,,ab4d70a76aff,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
3617c5ef-b4b7-4005-801a-4339e7a9e606,971f2f6cd3b2,SPLIT,2023,2023-01-01,YEAR,,,Rajasthan,Jaipur,,971f2f6cd3b2,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
361828a5-9748-473c-ae9b-5d5a9bdb4ffd,84db65100cb1,SPLIT,2017,2017-01-01,YEAR,Purba Barddhaman,Purba Barddhaman,West Bengal,Burdwan,Purba Barddhaman,84db65100cb1,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
3624bb0b-856d-40f0-8109-5b9151700fd8,5cb4152ff32c,SPLIT,1998,1998-01-01,YEAR,,,Maharashtra,Akola,,5cb4152ff32c,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
362c2e42-5254-45d5-9d6d-72c9d103385b,18e5b67e9681,SPLIT,1956,1956-01-01,YEAR,,,Madhya Pradesh,Sagar,,18e5b67e9681,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
363094ba-a37d-4507-b694-afb3c1bcde25,c850e8fb6145,SPLIT,1960,1960-01-01,YEAR,,,Himachal Pradesh,Mahasu,,c850e8fb6145,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
36381add-71d3-4361-b2eb-bd76a296d66e,3d72f0c1a934,NEW_DISTRICT,1993,1993-01-01,YEAR,Jajapur,Jajapur,Orissa,Cuttack,Jajapur,3d72f0c1a934,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
363e2cec-7bd7-4869-b898-8f486e2cf899,918d1fa69b04,NEW_DISTRICT,2016,2016-01-01,YEAR,Jagtial,Jagtial,Telangana,Karimnagar,Jagtial,918d1fa69b04,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
36668468-464b-455f-bc85-63336bd2054c,cb80bb3d1473,SPLIT,1957,1957-01-01,YEAR,Mokokchung,Mokokchung,Nagaland,Tuensang,Mokokchung,cb80bb3d1473,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
366a1ac2-a232-47a9-9d58-eb9c6df4da1b,b9f7ec8d6690,RENAME,2011,2011-01-01,YEAR,,,Mysore,Tumkur,,b9f7ec8d6690,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
36caf7c9-ea95-4f4b-9764-9023d674513e,aabb4b039d80,NEW_DISTRICT,2016,2016-01-01,YEAR,Siddipet,Siddipet,Telangana,,Siddipet,aabb4b039d80,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
36de6dcd-efe5-44cc-ad05-4ac25a6f7eef,f310795ad14d,NEW_DISTRICT,1972,1972-01-01,YEAR,Aizawl,Aizawl,Mizoram,,Aizawl,f310795ad14d,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
36de962d-2afb-43ed-a7a6-686f42772938,83a6cbe0a671,SPLIT,1997,1997-01-01,YEAR,Champawat,Champawat,Uttranchal,Pithoragarh,Champawat,83a6cbe0a671,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
36f6dcc5-9291-4d8a-9ece-17d2c1c30d4c,68abfd94b978,SPLIT,1972,1972-01-01,YEAR,Giridih,Giridih,Bihar,Hazaribagh,Giridih,68abfd94b978,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
371caae1-b09c-41b5-aca5-e3535100aa5a,9137b97001a2,NEW_DISTRICT,1969,1969-01-01,YEAR,Malappuram,Malappuram,Kerala,,Malappuram,9137b97001a2,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
372c9a34-d5ac-48fe-84db-13876c2bd21d,a0d87634f359,SPLIT,2022,2022-01-01,YEAR,,,Andhra Pradesh,Guntur,,a0d87634f359,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
37609cda-55b7-4be3-a0ba-549dc5d09f05,fb14b1fac409,SPLIT,2019,2019-01-01,YEAR,,,Mizoram,Lunglei,,fb14b1fac409,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
378a1820-fb97-4325-bcbc-d748bbec9e17,3b68c18db0e3,SPLIT,2018,2018-01-01,YEAR,,,Arunachal Pradesh,West Siang,,3b68c18db0e3,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
379a108f-f4dd-4240-8f57-5ea620ab4eb5,addfc69e3aec,SPLIT,2013,2013-01-01,YEAR,Mahisagar,Mahisagar,Gujarat,Panch Mahals,Mahisagar,addfc69e3aec,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
37dd4274-ce22-4e9e-ba49-1e95414ee404,f80500681116,RENAME,1991,1991-01-01,YEAR,,,West Bengal,Calcutta,,f80500681116,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
3811f898-05af-482b-bfdd-9fe89ffb8fec,32f426826173,SPLIT,2023,2023-01-01,YEAR,,,Rajasthan,Jodhpur,,32f426826173,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
38140216-7804-495b-890e-09c5ce06dfe1,66934645a79a,SPLIT,2014,2014-01-01,YEAR,Palghar,Palghar,Maharashtra,Thane,Palghar,66934645a79a,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
382f46d9-4874-45f8-9a57-844af630ad59,6b8845a92d5f,NEW_DISTRICT,1997,1997-01-01,YEAR,Auraiya,Auraiya,Uttar Pradesh,Etawah,Auraiya,6b8845a92d5f,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
389e4cc0-06ef-4328-a4c1-4917722e70d7,5e88d2f00ad9,SPLIT,2021,2021-01-01,YEAR,,,Punjab,Sangrur,,5e88d2f00ad9,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
38a254cb-eb90-4bec-a329-d003a3334f27,61d71eac25b7,SPLIT,2022,2022-01-01,YEAR,,,Andhra Pradesh,Srikakulam,,61d71eac25b7,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
38d23b27-17d2-4048-a6ae-008fda371be5,61acc0349d03,SPLIT,1998,1998-01-01,YEAR,Mahasamund,Mahasamund,Chhattisgarh,Raipur,Mahasamund,61acc0349d03,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
38e23711-f444-4249-a4f5-f66d65e47c4b,9d38b4fa77b4,SPLIT,1979,1979-01-01,YEAR,,,Andhra Pradesh,Visakhapatnam,,9d38b4fa77b4,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
38edb2c5-1c61-48b5-9b74-b4a1f712f5bb,65249aae878b,NEW_DISTRICT,2016,2016-01-01,YEAR,Kakching,Kakching,Manipur,Thoubal,Kakching,65249aae878b,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
38f08d63-0771-4b93-9ae3-620971a6a6c5,665bb7b05162,SPLIT,2019,2019-01-01,YEAR,Chengalpattu,Chengalpattu,Tamil Nadu,Kancheepuram,Chengalpattu,665bb7b05162,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
38f93825-bb57-4af7-9795-224ef051a024,5b8b7deccc23,SPLIT,1960,1960-01-01,YEAR,Pithoragarh,Pithoragarh,Uttar Pradesh,Almora,Pithoragarh,5b8b7deccc23,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
38fb61e9-3c4a-4d5f-9b5e-c410035b2f49,66e2657f2668,SPLIT,2004,2004-01-01,YEAR,,,Arunachal Pradesh,Lohit,,66e2657f2668,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
39163cca-4232-4c71-8fac-106d1adbfe8a,6b8fcc9d002d,RENAME,2001,2001-01-01,YEAR,,,Chhattisgarh,Dantewada,,6b8fcc9d002d,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
393205d9-5618-49f4-ac1b-ef6e614704b1,b77758319ab8,NEW_DISTRICT,1969,1969-01-01,YEAR,Manipur South,Manipur South,Manipur,Manipur,Manipur South,b77758319ab8,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
3971ff56-73e3-4fb7-bd21-786dbd406a69,b4faf6964e59,SPLIT,1989,1989-01-01,YEAR,,,Madras,North Arcot,,b4faf6964e59,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
3a0566bc-d42b-4aae-b502-7a9805b57f1a,49f579c04db8,SPLIT,1994,1994-01-01,YEAR,Debagarh,Debagarh,Orissa,Sambalpur,Debagarh,49f579c04db8,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
3a267111-e36c-44de-b30e-8f2aa406ae27,37bbd047cc3c,SPLIT,1995,1995-01-01,YEAR,,,Punjab,Jullundur,,37bbd047cc3c,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
3a2b98cb-e06c-4733-8b00-e6410f033a7c,975159a2f24f,SPLIT,1972,1972-01-01,YEAR,,,Madhya Pradesh,Sehore,,975159a2f24f,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
3a2e6f51-fa77-488f-9890-9f770eb52793,aa48580f9c17,SPLIT,2015,2015-01-01,YEAR,,,Assam,Nowgong,,aa48580f9c17,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
3a5314e2-d2de-4094-9ddb-7009ce633ad6,5c0252aa273a,RENAME,2011,2011-01-01,YEAR,Hapur,Hapur,Uttar Pradesh,,Hapur,5c0252aa273a,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
3a53b186-c491-41a5-9673-61ba040818d0,ba7cf7679cb7,SPLIT,1997,1997-01-01,YEAR,Haveri,Haveri,Karnataka,Dharwad,Haveri,ba7cf7679cb7,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
3af96d14-28f1-4bd4-87ab-cfce2816a4ac,5c5734c2b6af,SPLIT,1977,1977-01-01,YEAR,Purba Champaran,Purba Champaran,Bihar,Champaran,Purba Champaran,5c5734c2b6af,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
3afd721c-42a6-4efd-b1d1-05f21fa6a0c1,2b79d83f649f,SPLIT,1973,1973-01-01,YEAR,Kurukshetra,Kurukshetra,Haryana,Karnal,Kurukshetra,2b79d83f649f,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
3b0b94c8-9b98-460c-9318-311ed21ccef0,dddd3c44b9e4,RENAME,1991,1991-01-01,YEAR,Ladakh,Ladakh,Jammu_ and _kashmir,Ladakh,Ladakh,dddd3c44b9e4,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
3b2bccbb-1965-4663-8622-432910db8ed6,24a34cee1b33,NEW_DISTRICT,1974,1974-01-01,YEAR,Pudukkottai,Pudukkottai,Tamil Nadu,Tiruchirapalli,Pudukkottai,24a34cee1b33,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
3b2c3d5c-5d49-40fc-80ba-7dccdc9d8a3d,6b8fcc9d002d,SPLIT,2012,2012-01-01,YEAR,,,Chhattisgarh,Dantewada,,6b8fcc9d002d,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
3bd434e2-f114-4cf8-b721-421431b1d084,16848e7bad2d,RENAME,1991,1991-01-01,YEAR,Ladakh,Ladakh,Jammu_ and _kashmir,Ladakh,Ladakh,16848e7bad2d,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
3c13a119-198e-42ca-a26a-a9b42ccaed0f,3fc80a9b3fd7,SPLIT,1990,1990-01-01,YEAR,Pashchimi Singhbhum,Pashchimi Singhbhum,Jharkhand,Singhbhum,Pashchimi Singhbhum,3fc80a9b3fd7,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
3c56a4b2-5e68-4886-81c3-b132e2008327,2f04809ca172,NEW_DISTRICT,1983,1983-01-01,YEAR,Gumla,Gumla,Bihar,Ranchi,Gumla,2f04809ca172,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
3c5fa904-8c55-4c58-a937-e6b274382b88,2f04809ca172,SPLIT,2001,2001-01-01,YEAR,,,Jharkhand,Gumla,,2f04809ca172,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
3ca7a802-7e23-478e-8866-73761b13a19e,a486e05fdd47,RENAME,1971,1971-01-01,YEAR,,,West Bengal,Burdwan,,a486e05fdd47,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
3cc208cb-e64b-4159-bc9e-fc3c502848ef,3eb72fa794b5,SPLIT,2019,2019-01-01,YEAR,,,Tamil Nadu,Kancheepuram,,3eb72fa794b5,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
3cd06bff-7efe-4ce4-9cbc-2d23c7752771,ce971eacba7f,SPLIT,2011,2011-01-01,YEAR,,,Chhattisgarh,Surguja,,ce971eacba7f,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
3cf211dc-5177-499b-8b65-455538abfb29,6a632964a8f1,NEW_DISTRICT,1970,1970-01-01,YEAR,Mikir Hills,Mikir Hills,Assam,United Mikir and North Cachar Hills,Mikir Hills,6a632964a8f1,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
3cf83578-c42c-4d53-921e-458e0af5884b,d0e8d9028635,SPLIT,1992,1992-01-01,YEAR,Fatehgarh Sahib,Fatehgarh Sahib,Punjab,Patiala,Fatehgarh Sahib,d0e8d9028635,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
3d37b4d2-4751-4b84-95b9-c2316880a586,4c55040ede63,RENAME,1951,1951-01-01,YEAR,,,Bombay,Kanara,,4c55040ede63,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
3d6fb073-1533-45f2-b062-54897a000018,0990d01df831,NEW_DISTRICT,1973,1973-01-01,YEAR,Aurangabad,Aurangabad,Maharashtra,Gaya,Aurangabad,0990d01df831,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
3d9b35b1-c928-4693-9341-628249cfba6e,55e0a04cea78,SPLIT,2017,2017-01-01,YEAR,,,West Bengal,Paschim Medinipur,,55e0a04cea78,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
3d9d2826-9d0a-414e-8f8f-7d588fe00d23,efbcdf4199b0,SPLIT,2016,2016-01-01,YEAR,Pherzawl,Pherzawl,Manipur,Manipur South,Pherzawl,efbcdf4199b0,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
3e57d40a-2e2f-4381-a070-ed90c4a207c3,489c38ba8bf9,SPLIT,2006,2006-01-01,YEAR,Kulgam,Kulgam,Jammu and Kashmir,Anantnag,Kulgam,489c38ba8bf9,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
3e7456e2-5e36-4684-887d-c11931d3bb05,5535cdf9ecb0,SPLIT,2007,2007-01-01,YEAR,,,Karnataka,Bengaluru Rural,,5535cdf9ecb0,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
3e8e12f0-f849-4aed-906f-ef0be8a91fe4,79dcb92f0837,NEW_DISTRICT,1981,1981-01-01,YEAR,North Twenty Four Parganas,North Twenty Four Parganas,West Bengal,Twenty Four Parganas,North Twenty Four Parganas,79dcb92f0837,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
3e92238c-cff7-4d14-8c3f-0754ca3926a2,a26c390d8445,SPLIT,2023,2023-01-01,YEAR,,,Rajasthan,Nagaur,,a26c390d8445,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
3ea13871-608e-4ceb-af0a-e35e4fb9ce5d,ea0e371c4768,RENAME,2011,2011-01-01,YEAR,,,Uttar Pradesh,Hathras,,ea0e371c4768,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
3ebc0d46-c946-4330-9b7c-635e8c14ba2a,99f55794dad1,SPLIT,1992,1992-01-01,YEAR,,,Orissa,Koraput,,99f55794dad1,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
3ed7c82d-63d4-4a14-828a-5cf328fee89e,ff073b081084,NEW_DISTRICT,2022,2022-01-01,YEAR,,,,,,ff073b081084,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
3f229326-7600-4562-97f9-9b23f001cf58,ddd081149913,SPLIT,2006,2006-01-01,YEAR,Bandipore,Bandipore,Jammu and Kashmir,Baramula,Bandipore,ddd081149913,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
3f320923-885b-4e80-9a70-12e880296373,b5e8b448052d,SPLIT,1997,1997-01-01,YEAR,,,Assam,Naga Hills,,b5e8b448052d,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
3f55bdc3-7623-425b-ae2b-4144642f5747,e3b750cb6e5a,SPLIT,1991,1991-01-01,YEAR,Garhwa,Garhwa,Jharkhand,Palamu,Garhwa,e3b750cb6e5a,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
3f70c3cf-a409-4bc5-a9fd-7bd59ad56a06,ea4a7ab83d21,SPLIT,2004,2004-01-01,YEAR,,,Assam,Barpeta,,ea4a7ab83d21,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
3f9d18d9-8c55-4c18-8fdc-f27e544817c9,0a16d126b211,RENAME,1981,1981-01-01,YEAR,,,Kerala,Palghat,,0a16d126b211,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
3fa12b02-0cdb-47ce-972c-729e9a62d587,5508e00a1cf4,RENAME,1961,1961-01-01,YEAR,,,Madhya Pradesh,Chanda,,5508e00a1cf4,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
3febe5e7-c3ef-495a-8a90-3e5358dd88e5,89ac354e410c,SPLIT,1991,1991-01-01,YEAR,,,Bihar,Bhojpur,,89ac354e410c,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
3ff3c8ef-7e22-47cc-990d-8df660e58821,af2e7c233f68,SPLIT,2020,2020-01-01,YEAR,,,Assam,Barpeta,,af2e7c233f68,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
3ff4c7c4-2899-4b50-a15f-4050c6ac7b32,8697ac08b3dd,SPLIT,2012,2012-01-01,YEAR,,,Delhi,New Delhi,,8697ac08b3dd,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
3ff8efc3-ef04-4576-86b4-8c605b547589,db9cc361115c,SPLIT,1989,1989-01-01,YEAR,,,Haryana,Mahendragarh,,db9cc361115c,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
3ffe1771-be25-4bfd-b3a9-57f1fb682233,568e8b2f08f7,SPLIT,2004,2004-01-01,YEAR,,,Assam,Darrang,,568e8b2f08f7,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
4000c70f-38fc-40d1-83e0-4e13fd907c9a,e958ec122165,NEW_DISTRICT,1978,1978-01-01,YEAR,Rangareddy,Rangareddy,Andhra Pradesh,Hyderabad,Rangareddy,e958ec122165,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
400d6263-6b00-41e7-abaa-4f7c8e8392db,5686266f24ce,SPLIT,1995,1995-01-01,YEAR,Muktsar,Muktsar,Punjab,Faridkot,Muktsar,5686266f24ce,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
40109f59-04aa-44b8-bf90-3fbb5d85c5fb,28aa42d05cc7,SPLIT,2016,2016-01-01,YEAR,Suryapet,Suryapet,Telangana,Nalgonda,Suryapet,28aa42d05cc7,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
4016faf6-4f77-487a-8899-84bc6e989774,19d81026dcdd,SPLIT,2023,2023-01-01,YEAR,,,Rajasthan,Jodhpur,,19d81026dcdd,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
40230f2d-e948-4117-819f-fc1da38ee531,3c8d1caecf74,NEW_DISTRICT,1997,1997-01-01,YEAR,Porbandar,Porbandar,Saurashtra,Sorath,Porbandar,3c8d1caecf74,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
402fb3ef-739f-448d-880e-8ffd10992504,cf556d7e0d63,SPLIT,1989,1989-01-01,YEAR,Bongaigaon,Bongaigaon,Assam,Goalpara,Bongaigaon,cf556d7e0d63,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
404e274e-f244-430c-988b-1ca05920ca54,c3688fbecf77,NEW_DISTRICT,1993,1993-01-01,YEAR,Cuddalore,Cuddalore,Tamilnadu,South Arcot,Cuddalore,c3688fbecf77,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
404ef373-32f0-43a1-a421-77be58292b21,60a19ff6ac9b,SPLIT,2018,2018-01-01,YEAR,,,Arunachal Pradesh,Lower Siang,,60a19ff6ac9b,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
4090b884-3b5f-48c9-9cf7-78ac2aeeb9e0,52231ffb5b63,RENAME,1971,1971-01-01,YEAR,,,Orissa,Balasore,,52231ffb5b63,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
40a4b4e4-e827-42aa-a963-4258e7ce67d8,311c8bceeb8e,NEW_DISTRICT,2016,2016-01-01,YEAR,Jangaon,Jangaon,Telangana,,Jangaon,311c8bceeb8e,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
40cb224c-f815-4d30-b904-b5521d04ba00,37180ad7ae97,SPLIT,1993,1993-01-01,YEAR,Bhadrak,Bhadrak,Orissa,Balasore,Bhadrak,37180ad7ae97,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
40f105aa-9a0f-4318-a74c-eb41094646c0,63c48429af94,RENAME,1981,1981-01-01,YEAR,,,Travancore - Cochin,Trivandrum,,63c48429af94,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
40fd15ec-05c1-404d-b3d1-dee54a7a585d,b113444bab15,NEW_DISTRICT,1997,1997-01-01,YEAR,Udupi,Udupi,Karnataka,,Udupi,b113444bab15,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
4107b688-d565-42e4-b638-a62774f62f3c,077ae6cdf3bf,SPLIT,1994,1994-01-01,YEAR,Pakaur,Pakaur,Jharkhand,Sahibganj,Pakaur,077ae6cdf3bf,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
4119216f-002e-4eb8-a300-398097694a10,90bdec3ed58d,SPLIT,2016,2016-01-01,YEAR,Mahabubabad,Mahabubabad,Telangana,Warangal,Mahabubabad,90bdec3ed58d,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
41205bce-8b98-4e48-a6b6-f2b68a6cb07f,2110069e0657,SPLIT,1981,1981-01-01,YEAR,Khagaria,Khagaria,Bihar,Munger,Khagaria,2110069e0657,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
413ae984-036c-4f67-8128-d925464b9b2b,e8e51a234124,SPLIT,1957,1957-01-01,YEAR,Palghat,Palghat,Madras,Malabar,Palghat,e8e51a234124,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
